permco,year,company,industry,roa,csrsustainabilityreportingscore,csrsustainabilityexternalauditor
20841,2019,GRAINGER W W INC,Wholesale Trade,0.141382182,0.850636943,1
20566,2019,DEERE & CO; DEERE & CO DEL; DEERE & CO IL,Manufacturing,0.04455493,0.850636943,1
12027,2019,MICROCHIP TECHNOLOGY INC,Manufacturing,0.032743987,0.850636943,0
194,2019,APPLIED MATERIALS INC,Manufacturing,0.142241379,0.850636943,0
56438,2019,KEURIG DR PEPPER INC,Manufacturing,0.025324125,0.850636943,1
21384,2019,PEPSICO INC; PEPSI COLA CO; LOFT INC,Manufacturing,0.093116223,0.850636943,1
2367,2019,INTEL CORP,Manufacturing,0.154170695,0.850636943,1
1620,2019,REGIONS FINANCIAL CORP NEW; REGIONS FINANCIAL CORP; FIRST ALABAMA BANCSHARES INC,"Finance, Insurance, And Real Estate",0.012531686,0.850636943,0
21305,2019,WELLS FARGO & CO NEW; NORWEST CORP; NORTHWEST BANCORPORATION,"Finance, Insurance, And Real Estate",0.010141864,0.850636943,1
3151,2019,BANK OF AMERICA CORP; BANKAMERICA CORP NEW; NATIONSBANK CORP; N C N B CORP,"Finance, Insurance, And Real Estate",0.011269149,0.850636943,1
20436,2019,JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHASE MANHATTAN CORP NEW; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,"Finance, Insurance, And Real Estate",0.013556331,0.850636943,0
20750,2019,FORD MOTOR CO DEL; FORD MOTOR CO,Manufacturing,0.000181792,0.850636943,0
34838,2019,REPUBLIC SERVICES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.047315705,0.850636943,1
5085,2019,HOME DEPOT INC,Retail Trade,0.219416036,0.850636943,0
4260,2019,STATE STREET CORP; STATE STREET BOSTON CORP,"Finance, Insurance, And Real Estate",0.009128293,0.850636943,1
20265,2019,BANK OF NEW YORK MELLON CORP; BANK NEW YORK INC,"Finance, Insurance, And Real Estate",0.011640647,0.850636943,1
53196,2014,BROADCOM INC; BROADCOM LTD; AVAGO TECHNOLOGIES LTD,Manufacturing,0.025069107,,0
2801,2019,MCCORMICK & CO INC,Manufacturing,0.067814439,0.850636943,0
20991,2019,INTERNATIONAL FLAVORS & FRAG INC,Manufacturing,0.03430864,0.850636943,1
20207,2019,ARCHER DANIELS MIDLAND CO,Manufacturing,0.031343046,0.850636943,1
55296,2019,KRAFT HEINZ CO,Manufacturing,0.019073435,0.850636943,1
20868,2019,HALLIBURTON CO; HALLIBURTON COMPANY; HALLIBURTON OIL WELL CEMENTING,Mining,-0.044567916,0.850636943,0
53667,2019,KINDER MORGAN INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.029531939,0.850636943,1
21916,2019,WHIRLPOOL CORP; WHIRLPOOL SEEGER CORP,Manufacturing,0.062708543,0.850636943,0
20030,2019,AIR PRODUCTS & CHEMICALS INC,Manufacturing,0.092911291,0.850636943,1
21205,2019,3M CO; MINNESOTA MINING & MFG CO,Public Administration,0.102330997,0.850636943,1
20473,2019,COLGATE PALMOLIVE CO; COLGATE PALMOLIVE PEET CO,Manufacturing,0.157443129,0.850636943,1
20643,2019,EMERSON ELECTRIC CO; EMERSON ELECTRIC MFG CO,Manufacturing,0.112504269,0.850636943,0
23511,2019,PACKAGING CORP AMERICA,Manufacturing,0.096243677,0.850636943,0
16614,2019,JUNIPER NETWORKS INC,Manufacturing,0.039037306,0.850636943,0
30070,2019,EASTMAN CHEMICAL CO,Manufacturing,0.047413793,0.850636943,0
21351,2019,P P G INDUSTRIES INC; PITTSBURGH PLATE GLASS CO,Manufacturing,0.070194262,0.850636943,0
21664,2019,STANLEY BLACK & DECKER INC; STANLEY WORKS,Manufacturing,0.046405717,0.850636943,1
21300,2019,X C E L ENERGY INC; NORTHERN STATES POWER CO MN,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027196321,0.850636943,0
53196,2013,BROADCOM INC; BROADCOM LTD; AVAGO TECHNOLOGIES LTD,Manufacturing,0.161639824,,0
20792,2019,GENERAL ELECTRIC CO,Manufacturing,-0.018714668,0.850636943,0
21737,2019,TEXAS INSTRUMENTS INC; INTERCONTINENTAL RUBBER CO,Manufacturing,0.278443778,0.850636943,0
282,2019,ANALOG DEVICES INC,Manufacturing,0.063714013,0.850636943,1
20483,2019,CITIGROUP INC; TRAVELERS GROUP INC; TRAVELERS INC; PRIMERICA CORP NEW; COMMERCIAL CREDIT GROUP INC; COMMERCIAL CREDIT CO,"Finance, Insurance, And Real Estate",0.009943326,0.850636943,1
21543,2019,EDISON INTERNATIONAL; S C E CORP; SOUTHERN CALIFORNIA EDISON CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.02182287,0.850636943,0
45270,2019,C B R E GROUP INC; C B RICHARD ELLIS GROUP INC,"Finance, Insurance, And Real Estate",0.079171543,0.850636943,1
21446,2019,PROCTER & GAMBLE CO,Manufacturing,0.033858986,0.850636943,1
4998,2016,WEST PHARMACEUTICAL SERVICES INC; WEST INC,Manufacturing,0.083648861,0.896529563,0
20945,2016,HUBBELL INC; HUBBELL HARVEY INC,Manufacturing,0.083120567,,0
20596,2016,DOVER CORP,Manufacturing,0.050305699,,0
20566,2016,DEERE & CO; DEERE & CO DEL; DEERE & CO IL,Manufacturing,0.026282566,0.896529563,0
36952,2016,EDWARDS LIFESCIENCES CORP,Manufacturing,0.126274945,0.896529563,0
20238,2015,AVERY DENNISON CORP; AVERY INTERNATIONAL CORP; AVERY PRODUCTS CORP,Manufacturing,0.066357017,,0
40143,2016,TAPESTRY INC; COACH INC,Manufacturing,0.094119811,0.896529563,0
20887,2016,HASBRO INC; HASBRO BRADLEY INC; HASBRO INDUSTRIES INC,Manufacturing,0.108297066,0.896529563,0
20932,2016,HORMEL FOODS CORP; HORMEL GEORGE A & CO,Manufacturing,0.139724119,0.896529563,0
14330,2016,IRON MOUNTAIN INC NEW; IRON MOUNTAIN INC; IRON MOUNTAIN INC DEL,"Finance, Insurance, And Real Estate",0.011049458,0.896529563,0
21157,2016,HOST HOTELS & RESORTS INC; HOST MARRIOTT CORP NEW; HOST MARRIOTT CORP; MARRIOTT CORP,"Finance, Insurance, And Real Estate",0.066795231,0.896529563,0
32191,2016,UNITED RENTALS INC,Services,0.047213881,0.896529563,0
20997,2016,INTERPUBLIC GROUP COS INC,Services,0.048737705,0.896529563,0
38419,2016,EQUINIX INC,"Finance, Insurance, And Real Estate",0.010056811,0.896529563,0
16167,2016,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.108890759,0.896529563,0
20662,2016,E Q T CORP; EQUITABLE RESOURCES INC; EQUITABLE GAS CO,Mining,-0.029275854,0.896529563,0
21332,2016,ONEOK INC NEW; ONEOK INC; OKLAHOMA NAT GAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.021813274,0.896529563,0
21366,2016,PIONEER NATURAL RESOURCES CO; PARKER & PARSLEY PETROLEUM CO; PARKER & PARSLEY DEVELOPMENT PAR,Mining,-0.03378091,0.896529563,0
21158,2016,MARSH & MCLENNAN COS INC; MARLENNAN CORP; MARSH & MCLENNAN INC,"Finance, Insurance, And Real Estate",0.097196262,0.896529563,0
21286,2016,NEWMONT CORP; NEWMONT GOLDCORP CORP; NEWMONT MINING CORP,Mining,-0.029813133,0.896529563,1
4620,2016,TYSON FOODS INC,Manufacturing,0.079023823,0.896529563,0
45684,2018,DIGITAL REALTY TRUST INC,"Finance, Insurance, And Real Estate",0.013937403,,0
20204,2016,A P A CORP; APACHE CORP,Mining,-0.062391758,0.896529563,0
11112,2016,BIOGEN INC; BIOGEN IDEC INC; I D E C PHARMACEUTICALS CORP,Manufacturing,0.161858302,0.896529563,1
1367,2016,OMNICOM GROUP INC; DOYLE DANE BERNBACH GROUP INC; DOYLE DANE BERNBACH INTL INC; DOYLE DANE BERNBACH INC,Services,0.049582567,0.896529563,0
4181,2016,SOUTHWEST AIRLINES CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.096366916,0.896529563,0
30005,2016,MARRIOTT INTERNATIONAL INC NEW,Services,0.032311516,0.896529563,1
20331,2016,BRISTOL MYERS SQUIBB CO; BRISTOL MYERS CO,Manufacturing,0.132227727,0.896529563,1
20763,2016,FREEPORT MCMORAN INC; FREEPORT MCMORAN COPPER & GOLD,Mining,-0.111316558,0.896529563,1
3487,2013,PACCAR INC,Manufacturing,0.056514921,,0
21376,2016,P P L CORP; P P & L RESOURCES INC; PENNSYLVANIA POWER & LIGHT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.049641133,0.896529563,0
21322,2016,OCCIDENTAL PETROLEUM CORP,Mining,-0.013315085,0.896529563,0
20569,2016,DELTA AIR LINES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.085308519,0.896529563,1
20010,2016,AMERICAN AIRLINES GROUP INC; A M R CORP DEL; AMERICAN AIRLS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.052190194,0.896529563,0
20017,2016,ABBOTT LABORATORIES; ABBOTT LABS,Manufacturing,0.026582615,0.896529563,1
21810,2016,UNION PACIFIC CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.075971858,0.896529563,0
20357,2016,CIGNA GROUP; CIGNA CORP NEW; CIGNA CORP; C I G N A CORP,"Finance, Insurance, And Real Estate",0.031452156,0.896529563,1
30521,2016,MCKESSON H B O C INC; MCKESSON CORP NEW,Wholesale Trade,0.083157014,0.896529563,0
52983,2016,VISA INC,"Finance, Insurance, And Real Estate",0.09355821,0.896529563,0
21188,2016,MERCK & CO INC NEW; MERCK & CO INC,Manufacturing,0.041100056,0.896529563,1
21055,2016,KIMBERLY CLARK CORP,Manufacturing,0.148335844,0.896529563,1
20288,2016,VERIZON COMMUNICATIONS INC; BELL ATLANTIC CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.053759522,0.896529563,1
32066,2014,VALERO ENERGY CORP NEW,Manufacturing,0.079692645,0.791197544,0
3275,2016,NORTHERN TRUST CORP; NORTRUST CORP,"Finance, Insurance, And Real Estate",0.008331524,0.896529563,1
21396,2016,EXELON CORP; P E C O ENERGY CO; PHILADELPHIA ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.009869108,0.896529563,1
21409,2016,PINNACLE WEST CAPITAL CORP; AZP GROUP INC; ARIZONA PUB SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027619783,0.896529563,0
11446,2016,MOHAWK INDUSTRIES INC,Manufacturing,0.090939179,0.896529563,0
32066,2013,VALERO ENERGY CORP NEW,Manufacturing,0.057553957,0.79396728,0
216,2016,AMGEN INC,Manufacturing,0.099476979,0.896529563,1
21394,2016,PFIZER INC; PFIZER CHAS & CO INC,Manufacturing,0.04204178,0.896529563,0
30513,2016,CAPITAL ONE FINANCIAL CORP,"Finance, Insurance, And Real Estate",0.010506032,0.896529563,1
20077,2016,AMERICAN ELECTRIC POWER CO INC; AMERICAN GAS & ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.009625368,0.896529563,0
21808,2016,AMEREN CORP; UNION ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.026438317,0.896529563,0
21640,2016,SOUTHERN CO; COMMONWEALTH & SOUTHERN CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.022726237,0.896529563,0
2801,2016,MCCORMICK & CO INC,Manufacturing,0.101878815,0.896529563,0
20906,2016,HERSHEY CO; HERSHEY FOODS CORP; HERSHEY CHOCOLATE CORP,Manufacturing,0.130340441,0.896529563,0
20384,2016,CAMPBELL SOUP CO,Manufacturing,0.071838714,0.896529563,0
20495,2016,CONAGRA BRANDS INC; CONAGRA INC,Manufacturing,0.063320226,0.896529563,1
21849,2021,V F CORP; VANITY FAIR MLS INC,Manufacturing,0.103951385,,1
21041,2016,KELLANOVA; KELLOGG CO,Manufacturing,0.045926808,0.896529563,1
21629,2016,SMUCKER J M CO,Manufacturing,0.03787157,0.896529563,1
20798,2016,GENERAL MILLS INC,Manufacturing,0.07598819,0.896529563,0
20681,2016,F M C CORP; FOOD MACHY & CHEM CORP; FOOD MACHY CORP,Manufacturing,0.034059258,0.896529563,1
47183,2016,C F INDUSTRIES HOLDINGS INC,Manufacturing,-0.018306787,0.896529563,0
30070,2016,EASTMAN CHEMICAL CO,Manufacturing,0.055250049,0.896529563,0
45695,2016,MOSAIC CO NEW; MOSAIC CO,Manufacturing,0.01768335,0.896529563,1
1467,2016,ECOLAB INC; ECONOMICS LAB INC,Manufacturing,0.067080556,0.896529563,1
31991,2016,BOSTON PROPERTIES INC,"Finance, Insurance, And Real Estate",0.027201077,0.896529563,0
30086,2016,SIMON PROPERTY GROUP INC NEW; SIMON DEBARTOLO GROUP INC; SIMON PROPERTY GROUP INC,"Finance, Insurance, And Real Estate",0.059121687,0.896529563,1
20945,2017,HUBBELL INC; HUBBELL HARVEY INC,Manufacturing,0.065338924,,0
20596,2017,DOVER CORP,Manufacturing,0.07615795,,0
20566,2017,DEERE & CO; DEERE & CO DEL; DEERE & CO IL,Manufacturing,0.032819903,0.907998627,0
20064,2016,HESS CORP; AMERADA HESS CORP; HESS OIL & CHEM CORP,Mining,-0.214248279,0.896529563,1
211,2016,ADVANCED MICRO DEVICES INC,Manufacturing,-0.149653719,0.896529563,0
37176,2016,ON SEMICONDUCTOR CORP; SCG HOLDING CORP ON SEMICONDUCTO,Manufacturing,0.026298307,0.896529563,0
16382,2016,NVIDIA CORP,Manufacturing,0.169291739,0.896529563,1
32009,2016,RALPH LAUREN CORP; POLO RALPH LAUREN CORP,Manufacturing,-0.017569002,0.896529563,0
11253,2016,QUALCOMM INC,Manufacturing,0.1089593,0.896529563,0
1261,2016,COMERICA INC; DETROITBANK CORP; DETROIT BANK & TRUST CO,"Finance, Insurance, And Real Estate",0.006536216,0.896529563,1
20408,2016,CATERPILLAR INC; CATERPILLAR TRACTOR INC,Manufacturing,-0.000896873,0.896529563,0
20994,2016,INTERNATIONAL PAPER CO; INTERNATIONAL PAPER & PWR CO,Manufacturing,0.027110511,0.896529563,0
21230,2016,MOTOROLA SOLUTIONS INC; MOTOROLA INC; GALVIN MANUFACTURING CO,Manufacturing,0.066170389,0.896529563,1
10486,2016,CISCO SYSTEMS INC,Manufacturing,0.088276395,0.896529563,0
21179,2016,S & P GLOBAL INC; MCGRAW HILL FINANCIAL INC; MCGRAW HILL COS INC; MCGRAW HILL INC; MCGRAW HILL PUBLISHING INC,Services,0.242934595,0.896529563,1
3194,2016,NIKE INC,Manufacturing,0.182295026,,0
32158,2016,METTLER TOLEDO INTERNATIONAL INC,Manufacturing,0.177392505,0.896529563,0
31386,2016,HARTFORD FINANCIAL SVCS GRP INC; I T T HARTFORD GROUP INC,"Finance, Insurance, And Real Estate",0.004010169,0.896529563,0
20908,2016,H P INC; HEWLETT PACKARD CO,Manufacturing,0.086039297,0.896529563,1
55421,2016,HEWLETT PACKARD ENTERPRISE CO,Manufacturing,0.039671683,0.896529563,1
1103,2016,CHURCH & DWIGHT INC,Manufacturing,0.105417882,0.896529563,0
20463,2016,CLOROX CO,Manufacturing,0.143426295,0.896529563,1
46282,2016,NASDAQ INC; NASDAQ O M X GROUP INC; NASDAQ STOCK MARKET INC,"Finance, Insurance, And Real Estate",0.007632509,0.896529563,0
21244,2016,NISOURCE INC; N I P S C O INDUSTRIES INC; NORTHERN INDIANA PUBLIC SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.017734955,0.896529563,1
34798,2016,SEMPRA ENERGY,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.028690411,0.896529563,1
21161,2016,MASCO CORP,Manufacturing,0.095581078,0.896529563,0
10996,2016,A E S CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.031285473,0.896529563,0
21793,2016,UNITED AIRLINES HOLDINGS INC; UNITED CONTINENTAL HOLDINGS INC; U A L CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.056377678,0.896529563,0
13753,2016,RESMED INC,Manufacturing,0.108136247,0.896529563,0
51447,2016,FIRST SOLAR INC,Manufacturing,-0.052126532,0.896529563,0
36364,2016,AGILENT TECHNOLOGIES INC,Manufacturing,0.059215586,0.896529563,1
20277,2016,BAXTER INTERNATIONAL INC; BAXTER TRAVENOL LABS INC; BAXTER LABS INC,Manufacturing,0.319374759,0.896529563,1
20284,2016,BECTON DICKINSON & CO,Manufacturing,0.038145861,0.896529563,0
21294,2016,NORFOLK SOUTHERN CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.047804654,0.896529563,1
32066,2015,VALERO ENERGY CORP NEW,Manufacturing,0.08998038,0.861708666,0
20370,2016,C S X CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.048398938,0.896529563,1
36383,2016,UNITED PARCEL SERVICE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.084974119,0.896529563,1
4557,2016,THERMO FISHER SCIENTIFIC INC; THERMO ELECTRON CORP,Manufacturing,0.044040734,0.896529563,0
1685,2016,FEDEX CORP; F D X CORP; FEDERAL EXPRESS CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.061727632,0.896529563,0
21185,2016,C V S HEALTH CORP; C V S CAREMARK CORP; C V S CORP; MELVILLE CORP; MELVILLE SHOE CORP,Services,0.056287184,0.896529563,1
2709,2016,LOWES COMPANIES INC,Retail Trade,0.08983376,0.896529563,0
53896,2016,XYLEM INC,Manufacturing,0.040160643,0.896529563,1
2535,2016,KEYCORP NEW; KEYCORP; KEY BANKS INC; FIRST COML BKS INC,"Finance, Insurance, And Real Estate",0.005796868,0.896529563,0
3685,2016,P N C FINANCIAL SERVICES GRP INC; P N C BANK CORP; P N C FINANCIAL CORP; PROVIDENT NATIONAL CORP,"Finance, Insurance, And Real Estate",0.010652874,0.896529563,1
20483,2016,CITIGROUP INC; TRAVELERS GROUP INC; TRAVELERS INC; PRIMERICA CORP NEW; COMMERCIAL CREDIT GROUP INC; COMMERCIAL CREDIT CO,"Finance, Insurance, And Real Estate",0.008321071,0.896529563,1
20436,2016,JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHASE MANHATTAN CORP NEW; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,"Finance, Insurance, And Real Estate",0.009929056,0.896529563,0
21398,2016,ALTRIA GROUP INC; PHILIP MORRIS COS INC; PHILIP MORRIS INC; PHILIP MORRIS & CO LTD,Manufacturing,0.310001742,0.896529563,1
37138,2016,METLIFE INC,"Finance, Insurance, And Real Estate",0.000890111,0.896529563,1
51338,2016,LEIDOS HOLDINGS INC; S A I C INC,Services,0.026719229,0.896529563,0
45288,2016,SALESFORCE INC; SALESFORCE COM INC,Services,0.010215114,0.896529563,0
10224,2016,GEN DIGITAL INC; NORTONLIFELOCK INC; SYMANTEC CORP,Services,-0.005832508,0.896529563,0
20990,2016,INTERNATIONAL BUSINESS MACHS COR,Services,0.101064101,0.896529563,0
21458,2016,PUBLIC SERVICE ENTERPRISE GP INC; PUBLIC SERVICE ELECTRIC & GAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.022136262,0.896529563,0
20543,2016,CUMMINS INC; CUMMINS ENGINE INC,Manufacturing,0.092865232,0.896529563,1
21914,2016,WEYERHAEUSER CO,Manufacturing,0.053370057,0.896529563,0
33,2016,MOLSON COORS BEVERAGE CO; MOLSON COORS BREWING CO; COORS ADOLPH CO,Manufacturing,0.067341479,0.896529563,1
20468,2016,COCA COLA CO,Manufacturing,0.074790879,0.896529563,1
21356,2016,P G & E CORP; PACIFIC GAS & ELEC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.020510802,0.896529563,0
21299,2016,EVERSOURCE ENERGY; NORTHEAST UTILITIES,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.029398088,0.896529563,0
46024,2016,LAS VEGAS SANDS CORP,Services,0.08158679,0.896529563,1
55033,2016,KEYSIGHT TECHNOLOGIES INC,Manufacturing,0.088088351,0.896529563,0
21645,2016,A T & T INC; S B C COMMUNICATIONS INC; SOUTHWESTERN BELL CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.032133049,0.896529563,1
20592,2016,DOMINION ENERGY INC; DOMINION RESOURCES INC VA NEW; DOMINION RESOURCES INC VA,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.029646697,0.896529563,0
45270,2016,C B R E GROUP INC; C B RICHARD ELLIS GROUP INC,"Finance, Insurance, And Real Estate",0.053060753,0.896529563,0
21018,2016,JOHNSON & JOHNSON,Manufacturing,0.117132174,0.896529563,1
21201,2016,ENTERGY CORP NEW; ENTERGY CORP; MIDDLE SOUTH UTILITIES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.012297352,0.896529563,0
21303,2016,NORTHROP GRUMMAN CORP; NORTHROP CORP; NORTHROP AIRCRAFT INC,Manufacturing,0.085890529,0.896529563,1
20684,2016,NEXTERA ENERGY INC; F P L GROUP INC; FLORIDA POWER & LIGHT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.032358072,0.896529563,0
20991,2016,INTERNATIONAL FLAVORS & FRAG INC,Manufacturing,0.100829627,0.896529563,1
20945,2018,HUBBELL INC; HUBBELL HARVEY INC,Manufacturing,0.073931159,,0
20596,2018,DOVER CORP,Manufacturing,0.0681667,,0
20608,2016,DUKE ENERGY CORP NEW; DUKE ENERGY CORP; DUKE POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.01620958,0.896529563,0
21609,2016,SHERWIN WILLIAMS CO,Manufacturing,0.167745202,0.896529563,0
12027,2016,MICROCHIP TECHNOLOGY INC,Manufacturing,0.02141818,0.896529563,0
194,2016,APPLIED MATERIALS INC,Manufacturing,0.117973677,0.896529563,0
2367,2016,INTEL CORP,Manufacturing,0.091028616,0.896529563,1
21205,2016,3M CO; MINNESOTA MINING & MFG CO,Public Administration,0.153467453,0.896529563,1
21068,2016,KROGER CO; KROGER COMPANY; KROGER GROCERY & BAKING CO,Retail Trade,0.054102178,0.896529563,0
21880,2016,WALMART INC; WAL MART STORES INC,Retail Trade,0.068618132,0.896529563,0
12108,2020,JABIL INC; JABIL CIRCUIT INC,Manufacturing,0.003744561,,0
20238,2018,AVERY DENNISON CORP; AVERY INTERNATIONAL CORP; AVERY PRODUCTS CORP,Manufacturing,0.090275229,,0
3487,2015,PACCAR INC,Manufacturing,0.075983666,,0
53554,2016,GENERAL MOTORS CO,Manufacturing,0.042523343,0.896529563,1
37496,2016,N R G ENERGY INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.02549827,0.896529563,1
31967,2016,AMPHENOL CORP NEW,Manufacturing,0.096826573,0.896529563,0
20238,2016,AVERY DENNISON CORP; AVERY INTERNATIONAL CORP; AVERY PRODUCTS CORP,Manufacturing,0.072946047,0.896529563,0
20523,2016,CORNING INC; CORNING GLASS WORKS,Manufacturing,0.132442023,0.896529563,0
20750,2016,FORD MOTOR CO DEL; FORD MOTOR CO,Manufacturing,0.019314901,0.896529563,1
16614,2016,JUNIPER NETWORKS INC,Manufacturing,0.061378346,0.896529563,0
21916,2016,WHIRLPOOL CORP; WHIRLPOOL SEEGER CORP,Manufacturing,0.046363494,0.896529563,0
20561,2016,TARGET CORP; DAYTON HUDSON CORP,Retail Trade,0.07312121,0.896529563,0
21300,2016,X C E L ENERGY INC; NORTHERN STATES POWER CO MN,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027296111,0.896529563,0
21401,2016,CONOCOPHILLIPS; PHILLIPS PETROLEUM CO,Mining,-0.040268681,0.896529563,1
20678,2016,EXXON MOBIL CORP; EXXON CORP; STANDARD OIL CO N J,Manufacturing,0.023734992,0.896529563,1
45684,2017,DIGITAL REALTY TRUST INC,"Finance, Insurance, And Real Estate",0.011598533,,0
20868,2016,HALLIBURTON CO; HALLIBURTON COMPANY; HALLIBURTON OIL WELL CEMENTING,Mining,-0.213444444,0.896529563,0
21110,2016,LOCKHEED MARTIN CORP; LOCKHEED CORP; LOCKHEED AIRCRAFT CORP,Manufacturing,0.110906581,0.896529563,1
30345,2016,AVALONBAY COMMUNITIES INC; AVALON BAY COMMUNITIES INC; BAY APARTMENT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.057871289,0.896529563,1
32066,2016,VALERO ENERGY CORP NEW,Manufacturing,0.049574427,0.896529563,0
21384,2016,PEPSICO INC; PEPSI COLA CO; LOFT INC,Manufacturing,0.085378192,0.896529563,1
20473,2016,COLGATE PALMOLIVE CO; COLGATE PALMOLIVE PEET CO,Manufacturing,0.2013528,0.896529563,1
20030,2016,AIR PRODUCTS & CHEMICALS INC,Manufacturing,0.034953725,0.896529563,1
21305,2016,WELLS FARGO & CO NEW; NORWEST CORP; NORTHWEST BANCORPORATION,"Finance, Insurance, And Real Estate",0.011366162,0.896529563,0
3151,2016,BANK OF AMERICA CORP; BANKAMERICA CORP NEW; NATIONSBANK CORP; N C N B CORP,"Finance, Insurance, And Real Estate",0.008184844,0.896529563,1
5085,2016,HOME DEPOT INC,Retail Trade,0.185192943,0.896529563,0
282,2016,ANALOG DEVICES INC,Manufacturing,0.108109654,0.896529563,0
29870,2016,ALLSTATE CORP,"Finance, Insurance, And Real Estate",0.017282018,0.896529563,0
42524,2016,PRUDENTIAL FINANCIAL INC,"Finance, Insurance, And Real Estate",0.005571699,0.896529563,0
52985,2016,AMERICAN WATER WORKS CO INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027108434,0.896529563,0
4260,2016,STATE STREET CORP; STATE STREET BOSTON CORP,"Finance, Insurance, And Real Estate",0.008829904,0.896529563,1
12108,2014,JABIL INC; JABIL CIRCUIT INC,Manufacturing,0.028457574,,0
20523,2014,CORNING INC; CORNING GLASS WORKS,Manufacturing,0.082227323,,0
20265,2016,BANK OF NEW YORK MELLON CORP; BANK NEW YORK INC,"Finance, Insurance, And Real Estate",0.010636671,0.896529563,0
20643,2016,EMERSON ELECTRIC CO; EMERSON ELECTRIC MFG CO,Manufacturing,0.075196615,0.896529563,0
21351,2016,P P G INDUSTRIES INC; PITTSBURGH PLATE GLASS CO,Manufacturing,0.055615448,0.896529563,0
20207,2016,ARCHER DANIELS MIDLAND CO,Manufacturing,0.032160728,0.896529563,1
21543,2016,EDISON INTERNATIONAL; S C E CORP; SOUTHERN CALIFORNIA EDISON CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027942867,0.896529563,0
20792,2016,GENERAL ELECTRIC CO,Manufacturing,0.02417692,0.896529563,0
21446,2016,PROCTER & GAMBLE CO,Manufacturing,0.082651649,0.896529563,0
21737,2016,TEXAS INSTRUMENTS INC; INTERCONTINENTAL RUBBER CO,Manufacturing,0.218793744,0.896529563,0
4998,2018,WEST PHARMACEUTICAL SERVICES INC; WEST INC,Manufacturing,0.104553035,0.890536488,0
21731,2018,TERADYNE INC,Manufacturing,0.166917165,0.890536488,0
20887,2018,HASBRO INC; HASBRO BRADLEY INC; HASBRO INDUSTRIES INC,Manufacturing,0.041883812,0.890536488,0
36952,2018,EDWARDS LIFESCIENCES CORP,Manufacturing,0.135657531,0.890536488,1
40143,2018,TAPESTRY INC; COACH INC,Manufacturing,0.059521136,0.890536488,0
15171,2018,STEEL DYNAMICS INC,Manufacturing,0.163350258,0.890536488,0
43620,2018,WYNN RESORTS LTD,Services,0.043312526,0.890536488,0
54672,2018,HILTON WORLDWIDE HOLDINGS INC,Services,0.054590925,0.890536488,1
21949,2018,T J X COMPANIES INC NEW; ZAYRE CORP,Retail Trade,0.213583122,0.890536488,1
20997,2018,INTERPUBLIC GROUP COS INC,Services,0.039621518,0.890536488,0
